,Id,Name,Price,Rating,NumRatings,Type,StyleName,Year,Body,Acidity,Vintage,Nat,Region,Country,Size,Winery
0,1416855,Bota Box Redvolution 2011,5.02,3.5,1957,1,Californian Red Blend,2011,4,3,0,0,California,United States,500,Bota Box
1,88766858,Crane Lake Cabernet Sauvignon 2016,5.49,3.2,3101,1,Californian Cabernet Sauvignon,2016,4,3,0,0,California,United States,750,Crane Lake
2,141258254,Crane Lake Pinot Noir 2016,5.49,3.2,1466,1,Californian Pinot Noir,2016,3,3,0,0,California,United States,750,Crane Lake
3,157294384,Oro Bello Rosé Gold 2017,5.25,3.8,50,4,Californian Rosé,2017,3,2,0,0,California,United States,750,Oro Bello
4,1395988,Sutter Home White Zinfandel 2012,6.67,3.6,6112,4,NONE,2012,-1,-1,0,0,St. Helena,United States,750,Sutter Home
5,165384327,Dominio de Eguren Protocolo Rosado 2020,6.99,3.5,949,4,NONE,2020,-1,-1,0,0,Castilla,Spain,750,Dominio de Eguren
6,156142487,Woodbridge by Robert Mondavi White Zinfandel 2018,7.08,3.7,7880,4,Californian Rosé,2018,3,2,0,0,California,United States,750,Woodbridge by Robert Mondavi
7,156753111,Charles & Charles Rosé 2018,7.97,3.6,5342,4,NONE,2018,-1,-1,0,0,Columbia Valley,United States,750,Charles & Charles
8,162946479,La Vieille Ferme Rosé 2020,7.99,3.6,21177,4,Southern Rhône Rosé,2020,3,3,0,0,Vin de France,France,750,La Vieille Ferme
9,159860829,Smoking Loon Steelbird Rosé 2018,8.55,3.5,131,4,Californian Rosé,2018,3,2,0,0,California,United States,750,Smoking Loon
10,164762138,Borsao Bodegas Rosado (Selección Rosado / Rosé) 2020,8.55,3.5,1645,4,NONE,2020,-1,-1,0,0,Campo de Borja,Spain,750,Borsao Bodegas
11,163341119,Wild Pig Syrah Rosé 2020,8.99,3.1,640,4,NONE,2020,-1,-1,0,0,Pays d'Oc,France,750,Wild Pig
12,163321217,Apothic Rosé (Limited Release) 2020,8.99,3.5,5151,4,Californian Rosé,2020,3,2,0,0,California,United States,750,Apothic
13,163547948,Santa Maria La Palma Aragosta Rosé 2020,8.99,3.3,1262,4,NONE,2020,-1,-1,0,0,Alghero,Italy,750,Santa Maria La Palma
14,168945814,Amalaya Rosado (Malbec - Torrontés) 2021,8.99,3.6,2779,4,NONE,2021,-1,-1,0,0,Salta,Argentina,750,Amalaya
15,159857569,Dark Horse Rosé 2019,8.99,3.4,6406,4,NONE,2019,-1,-1,0,0,California,United States,750,Dark Horse
16,162906230,AVA Grace Rosé 2020,8.99,3.6,2143,4,Californian Rosé,2020,3,2,0,0,California,United States,750,AVA Grace
17,163248453,Dark Horse Rosé 2020,8.99,3.4,6406,4,NONE,2020,-1,-1,0,0,California,United States,750,Dark Horse
18,9898582,Axel des Vignes Axel des Vignes Bordeaux Rosé 2014,9.49,3.4,196,4,NONE,2014,-1,-1,0,0,Bordeaux,France,750,Axel des Vignes
19,165065126,El Coto Rosado 2020,9.62,3.4,2353,4,NONE,2020,-1,-1,0,0,Rioja,Spain,750,El Coto
20,163185844,Flat Top Hills Rosé 2019,9.62,3.5,117,4,Californian Rosé,2019,3,2,0,0,California,United States,750,Flat Top Hills
21,164605977,The Dreaming Tree Rosé 2019,9.62,3.7,676,4,Californian Rosé,2019,3,2,0,0,California,United States,750,The Dreaming Tree
22,160295792,Charles Smith Band of Roses Rosé 2019,9.62,3.6,2230,4,NONE,2019,-1,-1,0,0,Washington,United States,750,Charles Smith
23,164273449,Bogle Rosé 2020,9.62,3.5,339,4,Californian Rosé,2020,3,2,0,0,California,United States,750,Bogle
24,153377461,Loimer Rosé 2017,9.97,3.7,1131,4,NONE,2017,-1,-1,0,0,Niederösterreich,Austria,750,Loimer
25,155830130,Château Pesquie Ventoux Terrasses Rosé 2017,9.97,3.6,1260,4,Southern Rhône Rosé,2017,3,3,0,0,Ventoux,France,750,Château Pesquie
26,154367736,Espelt Coralí 2017,9.97,3.4,580,4,NONE,2017,-1,-1,0,0,Empordà,Spain,750,Espelt
27,156767036,Proverb Rosé 2017,9.97,3.7,148,4,Californian Rosé,2017,3,2,0,0,California,United States,750,Proverb
28,154637951,Ktima Pavlidis Thema Rosé 2017,9.97,3.7,499,4,NONE,2017,-1,-1,0,0,Drama,Greece,750,Ktima Pavlidis
29,153134244,Mastroberardino Lacrimarosa Irpinia Rosato 2017,9.97,3.7,1422,4,NONE,2017,-1,-1,0,0,Irpinia,Italy,750,Mastroberardino
30,163083176,Prophecy Rosé 2020,9.98,3.5,3187,4,NONE,2020,-1,-1,0,0,Vin de France,France,750,Prophecy
31,163095390,90+ Cellars Lot 33 Rosé 2020,9.98,3.6,1492,4,Languedoc-Roussillon Rosé,2020,4,3,0,0,Languedoc,France,750,90+ Cellars
32,167065513,Monte Ory Rosé 2020,9.99,3.4,474,4,NONE,2020,-1,-1,0,0,Navarra,Spain,750,Monte Ory
33,165638479,Santa Julia Malbec Rosé 2020,9.99,3.5,346,4,NONE,2020,-1,-1,0,0,Mendoza,Argentina,750,Santa Julia
34,160089017,Charles & Charles Rosé 2019,9.99,3.6,5342,4,NONE,2019,-1,-1,0,0,Columbia Valley,United States,750,Charles & Charles
35,156640407,Salentein Portillo Rosé Malbec 2018,9.99,3.5,1882,4,NONE,2018,-1,-1,0,0,Tunuyán,Argentina,750,Salentein
36,163247513,Mont Gravet Rosé 2020,9.99,3.8,1772,4,Languedoc-Roussillon Rosé,2020,4,3,0,0,Pays d'Oc,France,750,Mont Gravet
37,165150337,Radley & Finch Summer Sessions Cinsault Rosé 2020,9.99,3.6,190,4,NONE,2020,-1,-1,0,0,Western Cape,South Africa,750,Radley & Finch
38,163514496,Cupcake Rosé 2020,9.99,3.3,1349,4,Californian Rosé,2020,3,2,0,0,California,United States,750,Cupcake
39,162906246,Marqués de Cáceres Rioja Rosado 2020,9.99,3.4,8365,4,NONE,2020,-1,-1,0,0,Rioja,Spain,750,Marqués de Cáceres
40,142962438,Herzog Baron Herzog White Zinfandel 2016,9.99,3.4,484,4,NONE,2016,-1,-1,0,0,California,United States,750,Herzog
41,164966998,Cupcake Light Hearted Rosé 2019,9.99,2.9,86,4,Californian Rosé,2019,3,2,0,0,California,United States,750,Cupcake
42,162430763,Cavit Collection Rosé 2019,9.99,3.5,231,4,NONE,2019,-1,-1,0,0,delle Venezie,Italy,750,Cavit
43,164948465,Olivares Rosado 2020,9.99,3.6,978,4,NONE,2020,-1,-1,0,0,Jumilla,Spain,750,Olivares
44,157510155,Leyda Pinot Noir Rosé 2018,10.0,3.7,1189,4,NONE,2018,-1,-1,0,0,Leyda Valley,Chile,750,Leyda
45,150187487,Casa Ferreirinha Vinha Grande Douro Rosé 2016,10.0,3.5,452,4,NONE,2016,-1,-1,0,0,Douro,Portugal,750,Casa Ferreirinha
46,157890153,Tournon Mathilda Rosé 2018,10.0,3.5,624,4,NONE,2018,-1,-1,0,0,Victoria,Australia,750,Tournon
47,159717987,Argiolas Serra Lori Isola dei Nuraghi 2018,10.0,3.6,1613,4,NONE,2018,-1,-1,0,0,Isola dei Nuraghi,Italy,750,Argiolas
48,162906732,Charles & Charles Rosé 2020,10.0,3.6,5342,4,NONE,2020,-1,-1,0,0,Columbia Valley,United States,750,Charles & Charles
49,151932620,Castello di Bossi Toscana Rosato 2016,10.0,4.0,176,4,NONE,2016,-1,-1,0,0,Toscana,Italy,750,Castello di Bossi
50,129759403,Sierra Cantabria Rosado 2016,10.0,3.7,1077,4,NONE,2016,-1,-1,0,0,Rioja,Spain,750,Sierra Cantabria
51,158079370,Cantele Negroamaro Rosato 2018,10.0,3.6,1399,4,NONE,2018,-1,-1,0,0,Salento,Italy,750,Cantele
52,141435626,Argiolas Serra Lori Isola dei Nuraghi 2016,10.0,3.6,1613,4,NONE,2016,-1,-1,0,0,Isola dei Nuraghi,Italy,750,Argiolas
53,156674994,Borsao Bodegas Rosado (Selección Rosado / Rosé) 2018,10.0,3.5,1645,4,NONE,2018,-1,-1,0,0,Campo de Borja,Spain,750,Borsao Bodegas
54,160178835,La Linda Rosé de Malbec 2019,10.0,3.7,5489,4,NONE,2019,-1,-1,0,0,Mendoza,Argentina,750,La Linda
55,162143897,Canyon Road Zinfandel White 2019,10.0,3.5,733,4,NONE,2019,-1,-1,0,0,California,United States,750,Canyon Road
56,161030049,Kris Limited Release Rosé 2018,10.0,3.8,155,4,NONE,2018,-1,-1,0,0,Veneto,Italy,750,Kris
57,164956522,Alain Jaume Bellissime Rosé 2020,10.0,3.8,131,4,Southern Rhône Rosé,2020,3,3,0,0,Côtes-du-Rhône,France,750,Alain Jaume
58,152230700,Librandi Cirò Rosato (Segno) 2017,10.0,3.6,1954,4,NONE,2017,-1,-1,0,0,Cirò,Italy,750,Librandi
59,160555308,Yalumba Y Series Sangiovese Rosé 2019,10.0,3.6,1290,4,NONE,2019,-1,-1,0,0,South Australia,Australia,750,Yalumba
60,153199023,Argiolas Serra Lori Isola dei Nuraghi 2017,10.0,3.6,1613,4,NONE,2017,-1,-1,0,0,Isola dei Nuraghi,Italy,750,Argiolas
61,163192275,Cantele Negroamaro Rosato 2019,10.0,3.6,1399,4,NONE,2019,-1,-1,0,0,Salento,Italy,750,Cantele
62,163473508,Cune (CVNE) Rosado 2020,10.0,3.4,3836,4,NONE,2020,-1,-1,0,0,Rioja,Spain,750,Cune (CVNE)
63,159364975,La Vieille Ferme Rosé 2019,10.01,3.6,21177,4,Southern Rhône Rosé,2019,3,3,0,0,Vin de France,France,750,La Vieille Ferme
64,164395285,The Little Sheep Rosé 2020,10.69,3.8,494,4,NONE,2020,-1,-1,0,0,Vin de France,France,750,The Little Sheep
65,164742986,Tenuta Sant'Antonio Scaia Rosato 2020,10.69,4.0,4550,4,NONE,2020,-1,-1,0,0,Veneto,Italy,750,Tenuta Sant'Antonio
66,163956045,Caravinserail Elicio Grenache - Syrah Rosé 2020,10.69,3.8,808,4,NONE,2020,-1,-1,0,0,Méditerranée,France,750,Caravinserail
67,164380625,Vino CasaSmith Vino Rosé 2020,10.69,3.6,1239,4,NONE,2020,-1,-1,0,0,Columbia Valley,United States,750,Vino CasaSmith
68,152580835,Luigi Maffini Denazzano Aglianico Rosé 2017,10.8333,3.7,124,4,NONE,2017,-1,-1,0,0,Paestum,Italy,750,Luigi Maffini
69,151561401,Tank Garage Stars Like Ours Rosé 2017,10.97,3.9,215,4,Californian Rosé,2017,-1,-1,0,0,California,United States,750,Tank Garage
70,142367804,Librandi Cirò Rosato (Segno) 2016,10.97,3.6,1954,4,NONE,2016,-1,-1,0,0,Cirò,Italy,750,Librandi
71,154412651,Edna Valley Vineyard Rosé 2017,10.97,3.4,705,4,Californian Rosé,2017,-1,-1,0,0,San Luis Obispo County,United States,750,Edna Valley Vineyard
72,107614904,Mas des Bressades Cuvée Tradition Costières de Nîmes Rosé 2015,10.97,3.6,301,4,Southern Rhône Rosé,2015,-1,-1,0,0,Costières-de-Nîmes,France,750,Mas des Bressades
73,162906728,DeMorgenzon DMZ Cabernet Rosé 2020,10.99,3.5,719,4,NONE,2020,-1,-1,0,0,Western Cape,South Africa,750,DeMorgenzon
74,167130437,Viña Zorzal Garnacha Rosé 2020,10.99,3.6,745,4,NONE,2020,-1,-1,0,0,Navarra,Spain,750,Viña Zorzal
75,163739886,Vrac Rosé 2020,10.99,3.7,588,4,NONE,2020,-1,-1,0,0,Méditerranée,France,750,Vrac
76,160125395,Estandon Héritage Côtes de Provence Rosé 2019,10.99,3.8,2638,4,Provence Rosé,2019,-1,-1,0,0,Provence,France,750,Estandon
77,158878499,Masciarelli Rosato Colline Teatine 2018,10.99,3.5,1513,4,NONE,2018,-1,-1,0,0,Colline Teatine,Italy,750,Masciarelli
78,163893927,Mirabello Pinot Grigio Rosé 2019,10.99,3.8,363,4,NONE,2019,-1,-1,0,0,Provincia di Pavia,Italy,750,Mirabello
79,167241184,Isle Saint Pierre Rosé 2020,10.99,3.6,729,4,NONE,2020,-1,-1,0,0,Méditerranée,France,750,Isle Saint Pierre
80,164678036,Cantina Zaccagnini Rosé (Tralcetto) 2019,10.99,3.8,148,4,NONE,2019,-1,-1,0,0,Terre di Chieti,Italy,750,Cantina Zaccagnini
81,145616171,Babich Pinot Noir Rosé 2016,11.0,3.5,260,4,NONE,2016,-1,-1,0,0,Marlborough,New Zealand,750,Babich
82,154265537,Sierra Cantabria Rosado 2017,11.0,3.7,1077,4,NONE,2017,-1,-1,0,0,Rioja,Spain,750,Sierra Cantabria
83,162989967,Yalumba Y Series Sangiovese Rosé 2020,11.0,3.6,1290,4,NONE,2020,-1,-1,0,0,South Australia,Australia,750,Yalumba
84,137701080,Fat Bastard (Thierry & Guy) Rosé 2016,11.5,3.5,2234,4,NONE,2016,-1,-1,0,0,Pays d'Oc,France,750,Fat Bastard (Thierry & Guy)
85,164498397,Château de Campuget Costières-de-Nîmes Rosé (Tradition de Campuget) 2020,11.5,3.7,2440,4,Southern Rhône Rosé,2020,-1,-1,0,0,Costières-de-Nîmes,France,750,Château de Campuget
86,167602050,Domaine La Bernarde Les Hauts du Luc Côtes de Provence Rosé 2020,11.6667,4.0,404,4,Provence Rosé,2020,-1,-1,0,0,Provence,France,750,Domaine La Bernarde
87,162906517,Jean-Luc Colombo Cape Bleue Rosé 2020,11.76,3.7,3442,4,Provence Rosé,2020,-1,-1,0,0,Coteaux d'Aix-en-Provence,France,750,Jean-Luc Colombo
88,164207966,Matua Pinot Noir Rosé 2020,11.76,3.7,2587,4,NONE,2020,-1,-1,0,0,Central Otago,New Zealand,750,Matua
89,167527336,19 Crimes Cali Rosé 2020,11.76,3.3,1026,4,NONE,2020,-1,-1,0,0,South Australia,Australia,750,19 Crimes
90,159674058,Apothic Rosé (Limited Release) 2019,11.98,3.5,5151,4,Californian Rosé,2019,-1,-1,0,0,California,United States,750,Apothic
91,160004466,French Escape Rosé Alpes de Haute Provence 2018,11.99,3.7,791,4,Provence Rosé,2018,-1,-1,0,0,Alpes-de-Haute-Provence,France,750,French Escape
92,164879703,Viu Manent Estate Collection Reserva Malbec Rosé 2020,11.99,3.5,674,4,NONE,2020,-1,-1,0,0,Colchagua Valley,Chile,750,Viu Manent
93,163963097,Bonterra Rosé 2020,11.99,3.7,775,4,Californian Rosé,2020,3,2,0,0,Mendocino County,United States,750,Bonterra
94,160114072,Ménage à Trois Rosé 2019,11.99,3.5,2741,4,Californian Rosé,2019,3,2,0,0,California,United States,750,Ménage à Trois
95,163384054,Chloe Rosé 2020,11.99,3.6,1794,4,Californian Rosé,2020,3,2,0,0,Monterey County,United States,750,Chloe
96,162906299,Charles Smith Band of Roses Rosé 2020,11.99,3.6,2230,4,NONE,2020,-1,-1,0,0,Washington,United States,750,Charles Smith
97,160027182,Chateau Ste. Michelle Rosé 2019,11.99,3.7,1982,4,NONE,2019,-1,-1,0,0,Yakima Valley,United States,750,Chateau Ste. Michelle
98,164071576,Hess Select Rosé 2020,11.99,3.6,220,4,Californian Rosé,2020,3,2,0,0,California,United States,750,Hess Select
99,163216753,Day Owl Rosé 2020,11.99,3.5,964,4,Californian Rosé,2020,3,2,0,0,California,United States,750,Day Owl
100,162906489,Crios Rosé of Malbec 2020,11.99,3.6,10334,4,NONE,2020,-1,-1,0,0,Lujan de Cuyo,Argentina,750,Crios
101,163849186,The Beach House Rosé 2020,11.99,3.4,628,4,NONE,2020,-1,-1,0,0,Western Cape,South Africa,750,The Beach House
102,157187911,Starmont Rosé of Pinot Noir 2018,11.99,3.7,813,4,Californian Rosé,2018,3,2,0,0,Los Carneros,United States,750,Starmont
103,163335922,Chateau Ste. Michelle Rosé 2020,11.99,3.7,1982,4,NONE,2020,-1,-1,0,0,Yakima Valley,United States,750,Chateau Ste. Michelle
104,163430552,Domaine de Pellehaut Harmonie De Gascogne Rosé 2020,11.99,3.9,2620,4,NONE,2020,-1,-1,0,0,Côtes de Gascogne,France,750,Domaine de Pellehaut
105,162907018,Honoro Vera Rosé 2020,11.99,3.6,1522,4,NONE,2020,-1,-1,0,0,Jumilla,Spain,750,Honoro Vera
106,164571637,Just Pink Rosé 2019,12.0,4.0,78,4,Californian Rosé,2019,3,2,0,0,California,United States,750,Just Pink
107,163072707,Laurent Miquel Vendanges Nocturnes (Classic) Rosé 2020,12.0,3.7,712,4,Languedoc-Roussillon Rosé,2020,4,3,0,0,Pays d'Oc,France,750,Laurent Miquel
108,163348659,Laurent Miquel Père et Fils Cinsault - Syrah 2020,12.0,3.7,3643,4,Languedoc-Roussillon Rosé,2020,4,3,0,0,Pays d'Oc,France,750,Laurent Miquel
109,153336006,Rogers & Rufus Rosé 2017,12.0,3.9,385,4,NONE,2017,-1,-1,0,0,Barossa,Australia,750,Rogers & Rufus
110,167484658,Mirabeau Classic Provence Rosé 2020,12.0,3.8,6809,4,Provence Rosé,2020,4,3,0,0,Côtes de Provence,France,750,Mirabeau
111,160433795,Bogle Rosé 2019,12.13,3.5,339,4,Californian Rosé,2019,3,2,0,0,California,United States,750,Bogle
112,164273631,Barnard Griffin Rosé of Sangiovese 2020,12.3,3.8,1379,4,NONE,2020,-1,-1,0,0,Columbia Valley,United States,750,Barnard Griffin
113,167663274,Le Paradou Cinsault Rosé 2020,12.5,3.6,613,4,Southern Rhône Rosé,2020,3,3,0,0,Luberon,France,750,Le Paradou
114,164312801,Josh Cellars Rosé 2020,12.83,3.7,6500,4,Californian Rosé,2020,3,2,0,0,California,United States,750,Josh Cellars
115,164050385,French Blue Bordeaux Rosé 2020,12.83,3.7,1407,4,NONE,2020,-1,-1,0,0,Bordeaux,France,750,French Blue
116,159515254,Oyster Bay Rosé 2019,12.83,3.6,1682,4,NONE,2019,-1,-1,0,0,Marlborough,New Zealand,750,Oyster Bay
117,156740844,Underwood Rosé 2018,12.83,3.5,1562,4,NONE,2018,-1,-1,0,0,Willamette Valley,United States,750,Underwood
118,160873974,Beach Pass Rosé Of Barbera 2018,12.95,3.4,75,4,Californian Rosé,2018,3,2,0,0,California,United States,750,Beach Pass
119,89333739,Santa Cristina Rosato Toscana 2016,12.97,3.5,5580,4,NONE,2016,-1,-1,0,0,Toscana,Italy,750,Santa Cristina
120,141451736,Domaine du Salvard Cheverny Rosé 2016,12.97,4.0,730,4,NONE,2016,-1,-1,0,0,Cheverny,France,750,Domaine du Salvard
121,168057273,Mary Taylor Agenais Rosé 2020,12.99,4.0,88,4,NONE,2020,-1,-1,0,0,Agenais,France,750,Mary Taylor
122,159465259,Les Costières de Pomerols HB Chevalier Rosé 2019,12.99,3.8,280,4,Languedoc-Roussillon Rosé,2019,4,3,0,0,Côtes de Thau,France,750,Les Costières de Pomerols
123,167621811,Dubard Coeur du Mont Le Rosé 2020,12.99,4.1,119,4,NONE,2020,-1,-1,0,0,Vin de France,France,750,Dubard
124,163217074,SeaGlass Rosé 2020,12.99,3.5,1277,4,Californian Rosé,2020,3,2,0,0,Monterey County,United States,750,SeaGlass
125,167178737,Moulin de Gassac Guilhem Rosé 2020,12.99,3.7,918,4,Languedoc-Roussillon Rosé,2020,4,3,0,0,Hérault,France,750,Moulin de Gassac
126,164212505,Fat Bastard (Thierry & Guy) Les Frères Bastards Rosé 2019,12.99,3.7,73,4,Languedoc-Roussillon Rosé,2019,4,3,0,0,Pays d'Oc,France,750,Fat Bastard (Thierry & Guy)
127,162907185,The Pinot Project Rosé 2020,12.99,3.7,565,4,NONE,2020,-1,-1,0,0,Veneto,Italy,750,The Pinot Project
128,161364805,Phebus Malbec Rosé 2019,12.99,3.6,1801,4,NONE,2019,-1,-1,0,0,Mendoza,Argentina,750,Phebus
129,164781384,Château Montaud Côtes de Provence Rosé 2020,12.99,3.5,173,4,Provence Rosé,2020,4,3,0,0,Côtes de Provence,France,750,Château Montaud
130,164737683,Patrick Vauvy Domaine Bellevue Touraine Rosé 2020,12.99,3.8,300,4,NONE,2020,-1,-1,0,0,Touraine,France,750,Patrick Vauvy
131,163132943,7 Moons Rosé 2018,12.99,3.3,60,4,Californian Rosé,2018,3,2,0,0,California,United States,750,7 Moons
132,165172828,Domaine du Père Caboche Le Petit Caboche Rosé 2020,12.99,3.8,587,4,NONE,2020,-1,-1,0,0,Vaucluse,France,750,Domaine du Père Caboche
133,162967521,Olivier Sumeire Cabaret Rosé 2020,12.99,3.8,948,4,Provence Rosé,2020,4,3,0,0,Côtes de Provence,France,750,Olivier Sumeire
134,163658532,Villa Maria Private Bin Rosé 2020,12.99,3.6,786,4,NONE,2020,-1,-1,0,0,Marlborough,New Zealand,750,Villa Maria
135,163688572,Château La Tour de l'Évêque La Source Gabriel Côtes de Provence Rosé 2019,12.99,3.9,1498,4,Provence Rosé,2019,4,3,0,0,Côtes de Provence,France,750,Château La Tour de l'Évêque
136,164818153,Domaine Ferrandière Grenache Gris Rosé 2020,12.99,3.8,376,4,Languedoc-Roussillon Rosé,2020,4,3,0,0,Pays d'Oc,France,750,Domaine Ferrandière
137,165568330,Bodegas Faustino Art Collection Garnacha Rosé 2020,12.99,3.9,165,4,NONE,2020,-1,-1,0,0,Rioja,Spain,750,Bodegas Faustino
138,165562171,Domaine la Croix Belle Caringole Rosé 2020,12.99,3.8,626,4,NONE,2020,-1,-1,0,0,Côtes de Thongue,France,750,Domaine la Croix Belle
139,165244632,Château du Rouët Cuvée Reservée Tradition Côtes de Provence Rosé 2020,12.99,3.7,1108,4,Provence Rosé,2020,4,3,0,0,Côtes de Provence,France,750,Château du Rouët
140,168503948,Boschendal The Rose Garden Rosé 2021,12.99,3.7,2206,4,NONE,2021,-1,-1,0,0,Coastal Region,South Africa,750,Boschendal
141,163828596,Res Fortes Wines Côtes du Roussillon Rosé 2019,12.99,3.9,149,4,Languedoc-Roussillon Rosé,2019,-1,-1,0,0,Côtes du Roussillon,France,750,Res Fortes Wines
142,156660509,The Pinot Project Rosé 2018,12.99,3.7,565,4,NONE,2018,-1,-1,0,0,Veneto,Italy,750,The Pinot Project
143,163377350,Globerati Rosé 2020,12.99,3.5,520,4,NONE,2020,-1,-1,0,0,Vino d'Italia,Italy,750,Globerati
144,144322346,North by Northwest (NxNW) Rosé 2016,13.0,3.8,128,4,NONE,2016,-1,-1,0,0,Columbia Valley,United States,750,North by Northwest (NxNW)
145,163796953,Château de Montgueret Rosé d'Anjou 2020,13.0,4.0,1066,4,NONE,2020,-1,-1,0,0,Rosé d'Anjou,France,750,Château de Montgueret
146,164873702,Casal de Ventozela Espadeiro Rosé 2020,13.1667,3.8,884,4,NONE,2020,-1,-1,0,0,Vinho Verde,Portugal,750,Casal de Ventozela
147,166689695,La Vie En Rose Rosé 2020,13.5,3.8,346,4,Languedoc-Roussillon Rosé,2020,-1,-1,0,0,Pays d'Oc,France,750,La Vie En Rose
148,156415087,Villa Maria Private Bin Rosé 2018,13.5,3.6,786,4,NONE,2018,-1,-1,0,0,Marlborough,New Zealand,750,Villa Maria
149,162922425,Zenato Bardolino Chiaretto 2020,13.5,3.6,1367,4,NONE,2020,-1,-1,0,0,Bardolino,Italy,750,Zenato
150,164543287,Librandi Cirò Rosato (Segno) 2020,13.5,3.6,1954,4,NONE,2020,-1,-1,0,0,Cirò,Italy,750,Librandi
151,163016081,Oyster Bay Rosé 2020,13.58,3.6,1682,4,NONE,2020,-1,-1,0,0,Marlborough,New Zealand,750,Oyster Bay
152,167618420,Lapostolle Le Rosé 2020,13.9,3.9,1370,4,NONE,2020,-1,-1,0,0,Apalta Valley,Chile,750,Lapostolle
153,142296247,Rapariga da Quinta Colheita Seleccionada Rosé 2016,13.9,3.5,583,4,NONE,2016,-1,-1,0,0,Alentejano,Portugal,750,Rapariga da Quinta
154,160876665,Château Pigoudet Première Rosé 2019,13.9,3.9,5153,4,Provence Rosé,2019,-1,-1,0,0,Coteaux d'Aix-en-Provence,France,750,Château Pigoudet
155,164382868,Sheldrake Point Dry Rosé 2020,13.9,4.0,556,4,NONE,2020,-1,-1,0,0,Finger Lakes,United States,750,Sheldrake Point
156,167204728,Domaine des Nouelles Rosé d'Anjou 2020,13.99,3.9,880,4,NONE,2020,-1,-1,0,0,Rosé d'Anjou,France,750,Domaine des Nouelles
157,163913186,Atlantique Cabernet Franc Rosé 2020,13.99,3.9,245,4,NONE,2020,-1,-1,0,0,Val de Loire,France,750,Atlantique
158,163866827,Exhib' Cap d'Agde Rosé 2020,13.99,3.9,3250,4,Languedoc-Roussillon Rosé,2020,-1,-1,0,0,Côtes de Thau,France,750,Exhib'
159,161192677,Erath Rosé Pinot Noir 2019,13.99,3.7,888,4,NONE,2019,-1,-1,0,0,Oregon,United States,750,Erath
160,160736382,Obvious Wines No. 06 Simply Rosé 2019,13.99,4.0,102,4,NONE,2019,-1,-1,0,0,Méditerranée,France,750,Obvious Wines
161,164309801,The Ned Pinot Rosé 2020,13.99,3.7,1685,4,NONE,2020,-1,-1,0,0,Marlborough,New Zealand,750,The Ned
162,160461643,Stemmari Rosé 2019,13.99,3.9,571,4,NONE,2019,-1,-1,0,0,Sicilia,Italy,750,Stemmari
163,168078355,Clos La Coutale Malbec Rosé 2020,13.99,3.9,309,4,NONE,2020,-1,-1,0,0,Côtes du Lot,France,750,Clos La Coutale
164,162907061,90+ Cellars Lot 132 Rosé 2020,13.99,3.9,609,4,Provence Rosé,2020,-1,-1,0,0,Côtes de Provence,France,750,90+ Cellars
165,163163128,Gaï-Kodzor Rosé 2020,14.0,4.1,968,4,NONE,2020,-1,-1,0,0,Anapa,Russia,750,Gaï-Kodzor
166,167662371,Skouras ZOE Rose 2020,14.0,3.7,1120,4,NONE,2020,-1,-1,0,0,Peloponnesos,Greece,750,Skouras
167,156915237,Maison Roche de Bellene Cuvée Bellenos Rosé of Gamay Noir 2017,14.0,3.7,259,4,NONE,2017,-1,-1,0,0,Beaujolais,France,750,Maison Roche de Bellene
168,156859486,Markus Huber Zweigelt Rosé 2018,14.0,3.8,405,4,NONE,2018,-1,-1,0,0,Niederösterreich,Austria,750,Markus Huber
169,160200750,Gaï-Kodzor Rosé 2019,14.0,4.1,968,4,NONE,2019,-1,-1,0,0,Anapa,Russia,750,Gaï-Kodzor
170,165762835,Viña Real Rioja Rosado 2020,14.4,3.5,796,4,NONE,2020,-1,-1,0,0,Rioja,Spain,750,Viña Real
171,156708263,Bodini Rosé of Malbec 2017,14.4,3.5,160,4,NONE,2017,-1,-1,0,0,Mendoza,Argentina,750,Bodini
172,156676808,Izadi Rioja Larrosa 2018,14.4,3.8,2153,4,NONE,2018,-1,-1,0,0,Rioja,Spain,750,Izadi
173,142045046,Maitia Aupa Pipeño 2016,14.4,3.7,2000,4,NONE,2016,-1,-1,0,1,Maule Valley,Chile,750,Maitia
174,151904546,Moulin de Gassac Guilhem Rosé 2017,14.4,3.7,918,4,Languedoc-Roussillon Rosé,2017,4,3,0,0,Hérault,France,750,Moulin de Gassac
175,163722813,Bread & Butter Rosé 2020,14.43,3.7,1473,4,Californian Rosé,2020,3,2,0,0,Napa Valley,United States,750,Bread & Butter
176,160880867,Flat Top Hills Rosé 2018,14.45,3.5,117,4,Californian Rosé,2018,3,2,0,0,California,United States,750,Flat Top Hills
177,164340413,Estandon Terres de Saint Louis Rosé 2020,14.45,3.7,2572,4,Provence Rosé,2020,4,3,0,0,Coteaux Varois en Provence,France,750,Estandon
178,163913650,Underground Wine Project And Why am I Mr.Pink 2020,14.58,3.7,1139,4,NONE,2020,-1,-1,0,0,Columbia Valley,United States,750,Underground Wine Project
179,163555844,Hogwash Rosé 2020,14.58,3.8,1553,4,Californian Rosé,2020,3,2,0,0,California,United States,750,Hogwash
180,165064720,Campo Viejo Tempranillo Rosé 2020,14.58,3.5,1321,4,NONE,2020,-1,-1,0,0,Rioja,Spain,750,Campo Viejo
